userName,content
paskalis agung,update berita tercepat cukup berimbang  masih cukup ya tapi  jika detik utk memupuk  merawat mengembangkan ke bhinnekaan  maka yakin detik terdepan  indonesia  unity in diversity  kekuatan ke khas an bangsa kita  situ
Raudah Iklima,kurang
Joni Lie,update  balance
Jaynun Nun,detikcomnya ga kebuka setiap dibuka tutup tutup
Hapsari Sugiarto,update berita nya   top  
Usri Usri,berita so al bantuan pemerintah uang enams rb bln 
Ridho Ananda,aplikasi sampah
Mas Dadok,selalu update  kadang beritanya lengkap 
zubairi,kurangi berita gosip nya  perbanyak berita politik  hukum  dan olah raga  good job
Berto Fernando,berita yg cepat
Gede Astawa,saat netral
Muhammad Hery Santoso,mantap suratap bintang
Bod Man,aktual berita terbaru
Noke Hadiyanto,berita nya update berimbang
Agung Prayetno,kebanyakan iklan    selamat menikmati iklan  
Aryadi borneo,beritanya cepat lengkap
Susherty susherty,saya suka baca detikom menambah wawasan jg pengetahua beritanya jg ok
paulus joy,kebanyakan iklan tiap buka halaman iklan
pecinta one piece,detik enak nya nonton live moto gp
Muhasan Saputra,cepat lmyn akurat
Tauhid Jahe (Tauhid),dangdut koplo
SLAMET RIYADI,profesional slalu up grade dlm info berita terima kasih akurat
Ferry Danuarta,lemot oi
Agoes Salim,selalu uptodate
Nico Rumate,puas valid
Kerabat Slot,good god
Rudini,tidak menarik
Leo putra Pardede,saya puas
Wahyu Rajajowas,tampilkan berita yg berguna jgn menampilkan berita gosip apalgi berita yg demo demo pusing
Chikostra Antasena,knapa gak masukin komentar kolom komentar
STEVE RORIMPANDEY,koq iklannya yah
Muhammad Azri (ajii),spam
Wahyudi Seminarto,bagus berbobot     
Gavin Arsen,aplikasi wajib dismaphone    
dodi afrijal,menarik aktual
Noe,setelah update   layar jd berkedip  susah membaca berita    iklan jg mengganggu   td nyaman lg detik ini  
Ening Ningsih,kl yg    detik musik nya jgn keras  jd tdk kedengaran yg bc narasinya atw yg lg bicaranya 
Doddy Rinaldi,berita nya slalu update  terpercaya
sahbardin tiar,lucu media 
Ell gore,langsung uninstall  ribet mo baca aja klik kkesana kemari
eko zone,sering macet pas putar vid   detik
hubertus lidiosc,singkat  padat  uraiannya 
Bagus Arie,banyak iklan  gpp
Martinus Ardi Si,berita terlengkap
Ronal Silaban,not recommended
Andi Azny,semoga real berita beritanya   berharap up to date
abdi saprudin,berita nya terpercaya 
Bintang Bca,jadi gampang cari berita terkini
Yanuar Arifin,sehari ga baca detik lemes badan
cakwar vlog,berita update detik terpercaya   terimah kasih detik com  maju
LUKMAN SYAH,selalu suka mmbaca detikcom dkala senggang  krn selalu update   semoga bs mnjd panduan bagi yg tdk ad waktu mnonton tv  tnx detikcom
Riz cenvin,berita nya josht 
Djavatoday,semoga detik jaya
Merik Setianto,berita berisi up to date
supriadi cabe,kebanyakan typo    bikin bingung aja    kalo typo nya inisial orang   inisial ab pas baca inisial sb   gimana si bingung
Fabian Sin,kadang  muat berita lebay   kurang bermutu kadang 
Asnawi Widianto,ulasan beritanya cepat  akurat   bagus 
Mario Dona,lbh lg 
Muhammad Sutria Haris,semenjak diupdate ok
Ireng Maulana,berita nya lengkap ter update
D S P,isi beritanya memancing perpecahan bangsa  ditambah kolom komentar memicu kebencian perpecahan  membahayakan  unistall aja
Gerry Gultom,hahaha
Untung J,sorry ya uninstall  beritanya ga bermutu  ga netral  banyak yg bagus   update
Dwi B Nw,good choice news
Adhi Permana,banyak berita hoaknya
Adhi Permana,banyak berita sampah
firdaus arifianto,teruslah menyebarkan berita yg proporsional mendidik    
Oscar Alvin,sdh membaik  tinggal iklan     detik iklan ga isa  skip
Siti Wulandari,suka bikin judul click bait  kaya media yg cari pembaca  padahal sekelas detik mestinya lbh bs
Haris F522,coba dulu  klu jelek langsung uninstall
Sigit Nugroho,beritanya kadang diulang ulang 
Abu Rauf,infoormmatif
Redgo Online,bnyk iklan
Pengguna Google,terlalu gambar  iklan yg mengganggu baca berita    tolong perbaiki
Athanasius Heryatmoko,up date berita bermutu nya
Filan Yusra,beritanya lengkap  cepat
Wahyu Anwar Putra,awesome
Irham Maulana,greats   
aditya adityagilang,media gak berbobot isi beritanya provokatif menggiring opini menyangkal fakta penggunaan diksi cenderung ambigu media sampah kayak gini pantesnya uninstall aja   kecewa detik gak kayak gini udah media sampah aja
haryanto budi,good detik com
eko susanta,pengalaman tdk menyenangkan buka muncul iklan
qory firdaus,aplikasi ringan berita yg slalu update
Nugroho Septianto Senoaji,tidak berita versi web terbaca versi android  oke  
Komang Gangga,beritanya gambarnya melenceng cenderung mencemarkan nama perusahan
Goeen Arto,beritax update
Ahmad kosim Sim,jasa sedot wc
Rayy Aren,berita nya up to date dan menambah wawasan
Ahmad Hardinun,beritanya akurat  terpercaya sesuai namanya  detik  cepat
Sardi Fang,cepat akurat  
dibjo yo,dah sip lah   
Endang Sugiarti,beritanya netral  informatif   good
ARREA 869,sangat bagus berita tampilkan
Tri Mahes,cepat uptodate
Sukirman Samad Putra,oke sip keren aplikasinya   
Andhika Dwi,tetap update
yazeed playlist,good    informatif   
bender len,top 
Chello A A,bagus wawasan
007,woke
Mohamad Fithran,  berita berulang ulang ganti judul isi rangkuman berita sebelumnya    typo      artikel  berulang   terlalu up berita yg ga penting  prostitusi artislah  dll  diberitakan tp ga berita yg muncul topik yg sama  ga urgensi  biarlah jd media go ip  yg sekelas detik  sorry  uninstall
Jhonny Edward Prastyawiguna,beritanya ngawur
Nur Fithree,berita ny akurat    terpecaya  mantap  tetap dipertahankan dg berita  terkini utk masyarakat indonesia
WINARTI SUSILO,suka beritanya update  ribet aplikasinya
Erry Prime,kurang greget
Andi Wibowo,tiba  muncul pop up pilihan   beri rating   ingatkan     bentuk pemaksaan terselubung rating    sbg bentuk kekecewaan saya  rating   lah   
Mamik Sumarmi,bis update berita
Damma Nairo 1980,  ya thank you so much detikcom  tbk  
Novery Alga,update berita tercepat
Slamet Riyadi,tampilan easy topik berita update sumber berita kredibel jarang klik bait headline beritanya  
PEMANCAR 99,berita update terkini    
Juan Varez,ngejar profit aja ni app
hotman manurung,tidak hoaks
Adam Hasbi,terlalu memuat berita ttg si mulut jamban spt dibayar  uninstall deh 
Erwin official,lugas  update  informatif
Dka Bagus,semoga bisa membangun
Suryana,dulu sih ok banged membosankan  ada berita yg kontennya bumbu mengarah kesitu situ terkesan up to date berkembang 
Mr Ssn,berita gak mutu tajam
Aswad Kennedy,berita terbaru lbh  perbanyak
nurcahyo tdc,berita akurat cepat terinfo 
fitrah maria,semoga berita  nya benar 
Dewi Rosa,begitu update    lgsg uninstal sedih liat detik yg skrg 
Arsyah,kadang setelah update  terlalu iklan yg mengganggu
Afung Kaizen,independen  up to date
liyanto lie,sekarang beritanya gak sesuai judulnya sering mengiring opini warga yg membaca  sering judulnya mengejar clicbait  udah gak sesuai kode jurnallistik
Diki Saputra,jlk
m.wahyudi utomo,beritanya tajam 
Iryuu Balavan Milan,parah   aplikasi bikin rusak sofrware   
Muslim. Lim. Jkrecords Muslim,tanggal               jam       
kei my,beritanya gak netral  slalu menyudutkan presiden
AGUS PRIYANTO,ikutin detik zaman web  kesini ngga bagus     uninstall
FZL ILS,bagus    tapi kebanyakan notifikasi hp berita politik artis    yg teknologi jarang jarang nongol   
Ariezal Rachmana,kebanyakan iklan  gak nyaman
Nga Diran,lbh cpt aman
ahmad suparlan,yes  mantap berita detik
Berkat “nol[o]” Zanolo,koq nggak buka    gagal mengunduh kanal mohon bantuan nya tks
yafet lunanta,berita clickbait  judul ga nyambung isi  penggiringan opini  bye
Aghis Aulia,mengganggu  terlalu notif update berita  bagus kayak tukang koran  menyajikan butuh  hidup baca berita
Enrico Shesa,tidak terpercaya
pempek ok,brita lengkap terpercaya
Bondan Hari Prakoso,informatif  mudah digunakan  lakukan peningkatan performa
alex maludin,iseng ja baca berita
fuadi 77775 Channel,sering baca  smpe bosen menit notif hhe
Cerita Cheryl,good news  berimbang up to date menit waktu  pilihan ragam berita pastinya aktual  terimakasih detikcom
Sujanto ggl,detik com ketinggalan informasi jaman
Rojali Notosusanto,beritanya fres terbaru beragam budaya mengekpos benda  sejarah yg harta karun  alhamdulilah
setio purwanto,sekarang udah jarang buka detik   isi berita judul kadang beda males  
Henhenz Fajero,parah nih   
arif endra,loading mebuka berita  
Playing Dendeng,senang dg berita cepat infonya
Suparta Parta,suka aja beritanya
eka tjandra,informatif  dpt dipercaya
Faisal Rochman,terlalu berita unfaedah yg nyomot youtube 
Raden Kusmantoro,ruwet login lake verikasi kaya do mobil banking aja
Hasan Tanjaya,suka karna berita
Ibnu Evendy,pelajari  cari kebenaran sumber update berita saya korban berita bodoh dr aplikasi ini 
Harry Supriyono,detik pembawa berita pertama 
nugroho prihantono,mantul ulasan berbobot
Ri Ka,bagus  berita nya akurat
Andy Kurniawan,pokok nya top detikcom mah
tommy ade,berita tdk kredibel  
frazerCR7 Channel,tidak jujur
Cipluk Revino,diminta penilaian sdh penilaian  mengganggu
made darmawan,berita nya saring entertainment krna berita pribadi publik figur ga ga diberitakan
Ryan Tri Hananta,semangat berita actual
Puri Adi,puryady
fredy immanuelos,tagline berita isi berita suka berbeda  tolong independen  jgn alat politik praktis  thankyou
Adin Aprianissa,berita nya berimbang
ahmad husaini,selalu update  penyampaiannya yg mudah dicerna mudah mengerti
ratna romi,bagus   bermanfaat
ninik churniawati,sangat membantu info sepakbola
Feni Feni, doi 
Kompasi Archery,auto unistal      detik   media sampah
Aukin TV,ganti nya koran kertas
Yohanes Heriyanto,ok  informasi update
H. Karsono,cepat tdk lemot
Blangkon Gentan,cepat   tepat berimbang
Dimas Mas,bai     
iin kamarudin,membantu berita yang populer
binsar manullang,sangat menyukai berita up dated rasialis 
nicholasphonsel Channel TV,apk kgk bermutu habisin kuota sj
nugie nugroho,koq nggak login pake android nougat yak  apa bug  notifnya sign in gagal   kenapa ya   update    juli     udah login lama skrg disuruh bintang  
Y451N _87,aplikasi yg bagus sangat bermanfaat  
Sigit Kriyanto Gita,bagus  beritanya update   
Gus Kurniawan,portal berita online yg akurat  tajam  terpercaya
Jhonny Indra Baringbing,isi beritanya kaum kadrun
Syarbini Husein Alam,agak lelet
Soehardi Suhardi,aku inform berita
Jamil Soetono,jelas beritanya   bahasanya mudah dimengerti
oka wiryadi,cepat  kurat
Widhimahardi Madjan,isi berita diulang round up nya
Haji ale,beritanya update   tingkatkan
Verri budiyana 99,tears   
RISTA ARYANI,jelek tapi bong
Titi Lidia,nagu 
Suharto Wijaya,media buzer rp  berat sebelah tergantung yg bayar berita srg clikbait diulang  melulu copy paste
Zaky Subur,ok dlm pemberitaan 
selena selena,brita ruwet
HANDAYANI Tauladan,               
So VBeparlan Parlan,mudah dimengerti
Ze Kadafi,informasinya update
rief you,mantap    aq suka berita nya yg update
Alfino Titen,ga obyektif
gigiscitra hardiansyah,pembohong
Okka Rani,informasi menarik
Yulius Satrio,isinya menyudutkan golongan  agama tertentu  kecewa seberat beratnya
Clevie Donsen,independen kredible lagi  berita diulang ulang judul yg berbeda kadang judul isi beda banget banyak berita ngak sekarang mengecewakan 
L N,joosz    
Wawan Astra111,siapp
Riza Febrian,semoga berkembang   media penyampai berita handal terpercaya      
sammy ardiansyah,tiap buka detikcom  karna berita update   berita terbaru  ringkas terpercaya       
Linda Misra,bagus memberitan dg detail jelas 
ardi surya kusuma,berita hoax  diplintir
Anton Anton,berita nya up to date banget
Hari Purnomo,keren abis
Ihsan Tahfidz,sllu terbaru
Zulfina Sari,berita dipertanggung jawabkan
Iwan Sapril Purnawarman,lengkap   independen
Riyanti Mala,berita cepat  akurat hitungan detik tks detik com saya suka sukses selalu 
Rendy King,sk
Soedirman Wamad,yuhu
Inda Hutara,berita nya seakan  berat sebelah akurat abis install langsung unistall inu aplikasi  
Ferdian Sugianto,terlalu iklan  tiap buka berita muncul iklan iklan melulu
Fina Meilan,saya senang berita
Ahmad Syifa,penyebar hoax terbaik
dwi wicaksono,sll opsi utk bacaan hr
Fany WS,penyajian berita cepat akurat saran utk berita artikel agama mhn jgn   agama
idham arief,detik jd media kadrun    dulu detik beritanya bagus skrng terbalik      klo kaya gini hancurlah kau detik rakyat sdh pintar yg yg buruk
Daifullah Jarkasih,iklan mulu tai    
Nana Gima,sip beritanya update trs
Roland David Michael S,saudara nya tempo
Adhi Lim,pembaruan ngak bs dibuka  gmana nih 
Kukuh Aristiawan,ada bintang nol gak    dibawah bintang   gitu     parah    
tony sadeli,goods
bayu mustopo,berita update sumbenya terpercaya
kucing miaw,baru pasang  belom baca berita langsung dihadang iklan  ga skip lagi  ditunggu yg nongol judulnya  isinya ga ada    ya uninstall   
Susilo Sriyanto,update bangwt
Warsidi Warsidi jomblang,semoga menampilkan berita yg berkualitas
marie maharani,sangat membantu informasi berita berita detikcom bikin kangenin 
Djoko Wardono Rahardjo,berita nya cepat update
agoes susanto,terlalu notifikasi  bug
Muhammad Dicky Noverwan,media pemerintah
icuk sutrisno,beritanya up to date cepat sekali  
Dina Muslih,situs berita yg berimbang   bnyk berkuasa berkepentingan
Muhammad Fahri,beritanya    
tubagus ramadhan,belajar lgi jdi media netral
Enik Sulistiyowati,mohon konten konten diperbaiki
Rendy “Adhi” Rachmanto,kualitas berita dijaga nkri 
wahyu setio,bagus   cepat   aktual    fakta
ciskas Franciskas,godd job
Magfira Alima,bisa
zora,buang buang memori internal hp kentang karna app bawaan gk uninstal
CHEF KOZAK,berita nya uptodate awesome   
Ronald Laruku,kebanyakan iklan berita gak
Sudarman29 Sudarman29,beritanya lengkap terupdate
Wiwit Tisnawati,di update ga dibuka
Dony Nurpatria,suka baca detik com
cakra pratamaaa,nc
Agus Debi Antoro,mantaab    tlg perbaiki kolom koment nya error tayang
Juli Syam,tiga dah bintang nya coba tar klo ok   
ridho ananda,aplikasi sampah  hapus
Hamdani Syafwan,cepat  lugas   gratis
Deni Wahyudi,beritanya selau update
Cecep Cecep,berita nya tercepat akurat terpecaya
Yusuf Priyadi,berita update menyengkan 
Sigit Purnomo,berita bermutu  diperbaiki redaksi nya
Muhamad Dirja Alie,blm selesai sdh hbs   
sugeng riyadi,mantap terus digital berita terbaik
Andidwi Korpriyanto,membantu utk informasi
Reza Fakhrul,gak ribet
Erlili Huiling,jihan
Adhi trisna Hayadi,jo  om
K. Wahyun,sekarang analisanya  
Slamet Riyanto,teruskan informasi yg aktual
Nur Khafid,semua informasi detik
bang ipul,makin ngawornya  media sampah 
Aries Putro Winarto,kebanyakan kencing onta
Sony Putro,menjawab informasi terbaru
Mathius Sampe Lolo,dulu referensi berita  sekarang sudah muak 
Hary Yadi,ada dg detikcom  knapa lp buka aplikasi jd berkedip 
salsa chennel,berita hoax     
frenky da costa,beritanya cepat  variatif bahasa redaksinya terkadang ditingkatkan kualitasnya tadi kasih rating  muncul popup permintaan utk kasih rating mengganggu krn muncul terus  yang kasih rating bagus rating rendah krn mengganggu terima kasih
Hisyam Luthfiana,berita top terpercaya
Adi Suherman,manfaat
yanu antono,beritanya hoax    ada kau detik     
t raspati,link mode malam sulit dibaca  warna huruf biru tua diatas latar warna hitam  diubah  apakah orang  detik ngrasain sama  ga pakai mode malam  ditungguin terus  kirain dibenerin  ga diperbaiki  atau milih warna huruf sendiri  mohon tanggapan  makasih  lainnya sdh memuaskan 
Jefri Permana,lol  ulasan ane hapus   why detik    ingat udah pintar gak zaman berita kubu kubu itu  mengritik boleh tapi provokasi   berita aneh    gak org setuju berita lo   mampus     ratting  lol
Ravel Satria,mulai nyebar hoax   berikan rating   edit   ciee bayar bot tuh kasih bintang   ratingnya     hahahahahaha macem  cebong 
Doudy Isvan,tingkatkan trs
Suhendar PCOM,ikalannya ganggu
Wira Prayoga,bangsad gabisa uninstal taiyanjing kau
Luzman Null,cukup tau bintang
Awik Barmawi,sekarang kebanyakan iklan memenuhi layar menyebalkan    lebih baca berita  
Adi Sucipto,orang meninggal  halte bus
Naufal Modah,update berita terbaru akurat terpercaya
Adi Perdana,sering kali aplikasi dibuka pegang hp  beritanya mutakhir bervariasi 
Hartoso Robertus,aku senang berita politik
Farideddy Djuned,bagus trust berani
Uuskusmana Sanusi,jaga jarak pake masker cuci tangan pake sabun air mengalir
ekoesnadi aja,detikcom beritakan aksi aksi  provokasi ujaran memecah belah bangsa indonesia 
rusli,  bintang
Merta Gusti,detik com    netral
yusuf lukman,bagus  beritanya update lg   sesuai judul isinya   
siti komalasari,berita ga bener
helmi fahri,berita bermanfaat
Muhammad Irfani,maaf bintangnya    sebelumnya ngasih bintang    tapu makin kesini parah iklannya  dulu berjam  buka detik  minimal pagi sore  sejak iklannya meraja lela males buka  apalagi halaman berikutnya  dulu tampilan  jadi langsung baca beritanya sekaligus 
khun paen,jelek apus aja mending download babe
Way ziah,tolong update beritaya
Asri Anjarwati mustofa,beritanya update terpecaya  ga ketinggalan informasi klo baca detikcon 
Wiwing DP,beritany krg berimbang
Karina izza mazidah,balikin mytrans pengen nostasgia acara acara transmedia yg nih
Azizi Rahman,selalu update berita  terkini  mantap
Ferry Gultom,berita on time
I Gusti Agung Ngurah Hendra Wijaya,masih aja kebalakangan suka melintir berita
